b_id,year,b_empl_w,b_loans_w,b_assets_w,b_cash_w,b_equity_w,b_deposits_w,b_net_income_w,b_z_score_w
DEFEB13240,1989,,1107051.9,3134535,205052.27,124413.74,2908747.3,6911.8745,.62287319
DEFEB13565,1989,,340985.81,2866124,2303.958,177404.78,2418004,0,.4474113
DEFEB13081,1989,,100222.18,213116.13,9215.832,20735.623,186620.61,1151.979,1.5912626
DEFEB45447,1989,,23003870,27456270,118653.84,1252201.3,,80638.531,1.0848831
DEFEB13622,1989,,358265.5,2479059,575.9895,85246.453,2373076.8,1151.979,.52226746
DEFEB14282,1989,,130173.63,431992.16,9215.832,59902.91,315642.25,32255.414,1.7156981
DEFEB13229,1989,,11196085,25533616,23039.582,376697.16,11294003,17279.686,1.2385691
DEFEB13091,1989,,82942.492,209084.19,8063.8535,15551.717,182012.69,,
DEFEB13221,1989,,623220.69,1161194.9,49535.102,54143.016,1020653.4,5759.8955,.70345294
DEFEB13087,1990,,1475381.9,2537080.8,145312.67,125675.83,2089360.6,,
DEFEB13258,1990,,426774.16,912458.88,30109.834,40582.82,864021.31,2618.2463,1.1546642
DEFEB13116,1990,,685980.56,1563093.1,108657.23,75929.148,1464908.9,,
DEFEB13264,1990,,1307814.1,2111615.8,72001.773,66765.281,1857645.9,5236.4927,1.7444772
DEFEB13166,1990,,17153442,20466832,121748.46,938641.31,18821264,35346.328,.81904423
DEFEB13605,1990,,6279864,6738057,11782.108,164949.53,,14400.355,1.4262352
DEFEB41402,1990,,6336156.5,7225051,5236.4927,538049.63,6121460,28800.711,1.2760471
DEFEB13000,1990,,325971.69,552450,22255.094,15709.479,506630.69,1309.1232,.91385508
DEFEB13312,1990,,9322266,10898451,9163.8623,218623.58,,14400.355,2.0343585
DEFEB14024,1990,,11642033,14663489,0,280152.38,,22255.094,1.6636475
DEFEB14015,1990,,515794.53,771073.56,30109.834,37964.574,675507.56,2618.2463,1.6576046
DEFEB13621,1990,,96875.117,244806.05,19636.848,15709.479,198986.73,1309.1232,1.0937223
DEFEB13213,1990,,4430073,7019518.5,184586.38,219932.7,5816434.5,11782.108,.72033787
DEFEB13288,1990,,379645.72,716090.38,48437.559,30109.834,651943.38,1309.1232,.46461818
DEFEB13796,1990,,1066935.4,1646877,70692.656,57601.422,1457054.1,2618.2463,1.1795954
DEFEB13180,1990,,933404.88,1095736.1,70692.656,49746.684,929477.5,3927.3696,.35024196
DEFEB13298,1990,,718708.63,1082644.9,3927.3696,40582.82,994933.63,0,.29283866
DEFEB13604,1990,,24625916,26706114,10472.985,607433.19,,64147.039,2.0343585
DEFEB13418,1990,,1440035.5,2169217.3,62837.914,68074.406,1921792.9,3927.3696,1.069443
DEFEB13525,1990,,612669.69,1006715.8,48437.559,37964.574,826056.75,2618.2463,1.513158
DEFEB13165,1990,,1068244.5,1767316.4,47128.434,75929.148,1572257,1309.1232,.43866357
DEFEB14033,1990,,7269561,7916268,34037.203,188513.73,,13091.232,1.4008207
DEFEB14013,1990,,510558.06,761909.69,49746.684,28800.711,700380.94,2618.2463,1.3680397
DEFEB13124,1990,,1560474.9,4669642.5,192441.11,191131.98,4451019,13091.232,1.7268655
DEFEB13498,1990,,2780577.8,4399963,134839.69,172804.27,3981043.8,13091.232,1.318439
DEFEB43723,1990,,1089190.5,1741133.9,44510.188,54983.176,1607603.3,0,.34145471
DEFEB13444,1990,,2838179,4673570,221241.83,184586.38,4195740,18327.725,1.8401834
DEFEB13247,1990,,29236648,58506024,543286.13,1532983.3,33281840,108657.23,.73120117
DEFEB13898,1990,,6590126,11630251,433319.78,403209.94,9891735,6545.6162,.5185445
DEFEB13309,1990,,621833.5,1127155.1,15709.479,34037.203,1000170.1,1309.1232,.99792582
DEFEB13520,1990,,3411575,7651825,28800.711,130912.32,3441685,3927.3696,1.0278813
DEFEB13866,1990,,3864531.8,6226190,154476.53,252660.78,5195910,13091.232,.68679494
DEFEB13624,1990,,1124536.9,3800384.8,34037.203,137457.94,3615798.3,1309.1232,.19930205
DEFEB13617,1990,,899367.63,1694005.4,58910.543,94256.867,1497637,,
DEFEB13244,1990,,496157.69,739654.63,27491.588,41891.941,649325.13,0,.090462007
DEFEB14104,1990,,9145535,20462904,543286.13,819511.13,16899472,0,.25281629
DEFEB13266,1990,,293243.59,476520.84,32728.08,32728.08,435938.03,,
DEFEB13271,1990,,335135.53,625760.88,27491.588,24873.342,527576.63,1309.1232,1.8107284
DEFEB13615,1990,,1460981.5,2381295,126984.95,83783.883,2256928.5,,
DEFEB13544,1990,,416301.19,892822,31418.957,49746.684,816892.88,,
DEFEB13289,1990,,11734980,19405134,430701.53,980533.31,15277468,51055.805,.95665401
DEFEB13524,1990,,297170.97,411064.69,0,35346.328,360008.88,1309.1232,1.5884317
DEFEB13021,1990,,147930.92,610051.44,7854.7393,69383.531,522340.16,5236.4927,1.4781147
DEFEB13476,1990,,1331378.3,2056632.5,79856.516,73310.898,1889064.8,3927.3696,1.4115374
DEFEB45447,1990,,29236648,38217232,92947.75,1532983.3,,108657.23,.9923262
DEFEB13552,1990,,1018497.9,2191472.3,109966.35,133530.56,1898228.6,,
DEFEB44016,1990,,1357560.8,12775733,5236.4927,577323.31,5985311.5,54983.176,1.766397
DEFEB14087,1990,,96875.117,244806.05,1309.1232,18327.725,198986.73,0,.046339411
DEFEB13393,1990,,1153337.5,1712333.1,56292.297,60219.668,1458363.3,1309.1232,.98753035
DEFEB13227,1990,,21693480,58506024,543286.13,1532983.3,33281840,94256.867,1.4761966
DEFEB14002,1990,,360008.88,771073.56,20945.971,68074.406,682053.19,5236.4927,.7368412
DEFEB13416,1990,,519721.91,941259.56,27491.588,49746.684,836529.75,2618.2463,1.88578
DEFEB13263,1990,,7640043,12066189,274915.88,459502.25,10133923,15709.479,.76469296
DEFEB41246,1990,,4392108.5,5186746,0,256588.16,4788772.5,11782.108,.85993707
DEFEB14282,1990,,163640.41,531504,13091.232,69383.531,439865.41,3927.3696,.45791122
DEFEB13328,1990,,29236648,58506024,277534.13,1532983.3,18330344,108657.23,.63996243
DEFEB13458,1990,,562923,1021116.1,47128.434,37964.574,903295,2618.2463,2.0343585
DEFEB13178,1990,,145312.67,244806.05,18327.725,15709.479,231714.81,,
DEFEB13839,1990,,1552620.1,3101313,107348.1,134839.69,2704648.5,7854.7393,1.7095073
DEFEB47438,1990,,3847513,4441855,18327.725,201604.97,3941770,10472.985,.94123006
DEFEB13729,1990,,1874664.4,3758492.8,51055.805,166258.64,3312081.8,6545.6162,1.2019141
DEFEB45918,1990,,10533205,15687223,543286.13,723945.13,12462853,54983.176,2.0343585
DEFEB13910,1990,,1572257,2541008.3,54983.176,117821.09,2158744.3,3927.3696,1.2388881
DEFEB13257,1990,,96875.117,247424.28,6545.6162,28800.711,216005.33,0,.31372997
DEFEB13570,1990,,5783706.5,9438778,238260.42,291934.47,8172856,18327.725,1.0762897
DEFEB13565,1990,,752745.88,3237461.8,5236.4927,235642.17,2762250,0,.50893712
DEFEB14105,1990,,96875.117,261824.64,0,66765.281,198986.73,0,
DEFEB13594,1990,,513176.31,1335305.6,48437.559,86402.133,1238430.5,0,.10562135
DEFEB13109,1990,,29236648,58506024,409755.56,1532983.3,33281840,108657.23,.31477284
DEFEB13611,1990,,96875.117,4258578,43201.066,77238.266,4085773.5,0,.33071065
DEFEB13048,1990,,96875.117,329899.06,15709.479,23564.217,302407.47,0,.046339411
DEFEB13912,1990,,4881720.5,9144226,223860.06,395355.22,7410946.5,15709.479,1.6265144
DEFEB13670,1990,,696453.56,1035516.4,34037.203,51055.805,922931.88,2618.2463,1.5236431
DEFEB13863,1990,,2013431.5,4310942.5,104729.86,201604.97,3532014.5,9163.8623,1.7976973
DEFEB13622,1990,,576014.19,3026692.8,0,98184.242,2906253.5,1309.1232,.41043404
DEFEB13389,1990,,2677157,4190503.5,138767.06,125675.83,3706127.8,7854.7393,1.1471748
DEFEB43337,1990,,200295.84,606124.06,44510.188,31418.957,549831.75,3927.3696,1.7511398
DEFEB13568,1990,,10698155,11771636,22255.094,171495.14,,11782.108,1.4521648
DEFEB43859,1990,,1417780.4,24121904,0,555068.25,13298074,30109.834,1.9348643
DEFEB13181,1990,,303716.59,1610221.5,7854.7393,150549.17,1429562.5,2618.2463,1.1334718
DEFEB41244,1990,,339062.91,483066.47,0,35346.328,434628.91,0,.18598212
DEFEB13955,1990,,2334166.8,3949624.8,183277.25,159713.03,3406338.5,9163.8623,1.9139282
DEFEB13842,1990,,1970230.4,3367065,116511.97,112584.59,2920654,6545.6162,.87372577
DEFEB13724,1990,,1385052.4,2822469.8,113893.72,130912.32,2539699,2618.2463,1.0155846
DEFEB13885,1990,,3837040,5743123.5,278843.25,195059.36,4969431.5,9163.8623,1.4305611
DEFEB14909,1990,,307643.97,480448.22,13091.232,17018.602,454265.75,1309.1232,1.5475916
DEFEB14019,1990,,4847683,20383048,306334.84,666343.69,17260790,19636.848,1.0541551
DEFEB14006,1990,,717399.5,1271158.6,72001.773,60219.668,1179520,3927.3696,1.8089552
DEFEB14023,1990,,2165289.8,4330579.5,222550.95,184586.38,3639362.5,10472.985,.046339411
DEFEB41431,1990,,134839.69,244806.05,7854.7393,15709.479,198986.73,0,1.2702141
DEFEB13364,1990,,96875.117,244806.05,5236.4927,15709.479,198986.73,1309.1232,1.2724422
DEFEB13209,1990,,102111.61,407137.31,7854.7393,56292.297,331208.16,3927.3696,1.0861869
DEFEB13960,1990,,1538219.8,2847343,90329.5,77238.266,2580281.8,5236.4927,1.5647382
DEFEB13014,1990,,8518465,8852291,1309.1232,234333.05,,20945.971,2.0343585
DEFEB14903,1990,,6176443.5,10336837,543286.13,417610.31,8619267,24873.342,1.8866756
DEFEB42965,1990,,666343.69,1536910.6,7854.7393,85093.008,1438726.4,0,.046339411
DEFEB13073,1990,,469975.22,879730.81,37964.574,40582.82,812965.5,5236.4927,1.1124204
DEFEB13187,1990,,785473.94,997551.88,0,43201.066,919004.5,1309.1232,.44327694
DEFEB13643,1990,,763218.81,1326141.8,35346.328,51055.805,1187374.8,2618.2463,1.3662176
DEFEB13212,1990,,822129.38,4814955,216005.33,214696.2,4530875.5,0,.046339411
DEFEB13172,1990,,12318849,22427898,336444.66,395355.22,10501786,10472.985,.11316729
DEFEB13773,1990,,2198017.8,4216686,129603.2,126984.95,3776820.5,5236.4927,1.2900037
DEFEB13041,1990,,195059.36,726563.38,7854.7393,31418.957,685980.56,0,.2571674
DEFEB41688,1990,,883658.19,2186235.8,78547.391,87711.258,2027831.9,,
DEFEB41237,1990,,96875.117,244806.05,0,26182.465,198986.73,0,.046339411
DEFEB13588,1990,,24625916,26706114,10472.985,607433.19,,64147.039,.40554652
DEFEB13325,1990,,6074331.5,7266943,209459.72,392736.97,6525979,45819.313,.47377896
DEFEB13973,1990,,1781716.6,4176103,91638.625,291934.47,3378847,18327.725,1.4508588
DEFEB15027,1990,,378336.59,557686.5,15709.479,20945.971,456884,1309.1232,.85424376
DEFEB41239,1990,,963514.69,1996412.9,87711.258,113893.72,1830154.3,10472.985,.93782604
DEFEB13207,1990,,552450,929477.5,53674.051,49746.684,856166.56,,
DEFEB13920,1990,,2387840.8,4932776,168876.89,221241.83,4076609.8,13091.232,1.7227014
DEFEB13192,1990,,159713.03,394046.09,2618.2463,24873.342,365245.38,0,.17382768
DEFEB13018,1990,,231714.81,692526.19,6545.6162,53674.051,578632.44,0,.098833673
DEFEB44562,1990,,4629059.5,7561495.5,242187.8,320735.19,5863563,13091.232,1.319183
DEFEB13437,1990,,5112126,8528938,316807.81,384882.22,7128176,13091.232,.87767667
DEFEB14806,1990,,96875.117,244806.05,2618.2463,15709.479,198986.73,0,.83123451
DEFEB13963,1990,,11906476,12322777,1309.1232,261824.64,,24873.342,1.7337146
DEFEB13081,1990,,111275.48,246115.16,11782.108,22255.094,218623.58,0,.44133303
DEFEB13727,1990,,1345778.6,2389149.8,116511.97,102111.61,2115543,7854.7393,1.8517668
DEFEB13540,1990,,5783706.5,6304737.5,3927.3696,179349.88,,18327.725,1.2372974
DEFEB14124,1990,,1125846,1764698.1,37964.574,60219.668,1608912.4,5236.4927,1.3371388
DEFEB13326,1990,,780237.44,1210939,64147.039,47128.434,1053844.1,1309.1232,.51475859
DEFEB13091,1990,,103420.73,244806.05,5236.4927,15709.479,204223.22,,
DEFEB13297,1990,,611360.56,836529.75,22255.094,36655.449,765837.06,2618.2463,1.1316113
DEFEB13862,1990,,2479479.3,4922303.5,196368.48,244806.05,4405199.5,10472.985,1.1342571
DEFEB15378,1990,,773691.81,1628549.3,27491.588,83783.883,1525128.5,0,.21204591
DEFEB13246,1990,,629688.25,638852.13,1309.1232,45819.313,576014.19,3927.3696,1.6201023
DEFEB15447,1990,,17150824,29177738,14400.355,573395.94,8378388.5,30109.834,1.5870109
DEFEB13112,1990,,29236648,58506024,543286.13,1532983.3,33281840,108657.23,2.0343585
DEFEB13111,1990,,4677497,6533834,3927.3696,255279.03,5749669,19636.848,.90080869
DEFEB13917,1990,,1166428.8,1885137.4,75929.148,91638.625,1640331.4,9163.8623,1.4798715
DEFEB13075,1990,,439865.41,1149410.1,32728.08,65456.16,1027661.7,,
DEFEB13978,1990,,1148101,1633785.8,48437.559,66765.281,1349706,3927.3696,1.8321164
DEFEB13285,1990,,1264613,2254310.3,65456.16,85093.008,1987249,10472.985,1.8479733
DEFEB13229,1990,,15043135,58506024,3927.3696,767146.19,33281840,19636.848,1.0384803
DEFEB13311,1990,,4949795,7156976.5,1309.1232,119130.21,,5236.4927,.9240334
DEFEB41397,1990,,142694.42,244806.05,10472.985,15709.479,227787.44,0,1.1687664
DEFEB45292,1990,,1006715.8,14300862,125675.83,413682.94,13576917,19636.848,1.1811365
DEFEB13964,1990,,1684841.6,2465079,83783.883,78547.391,2108997.5,5236.4927,.55290145
DEFEB13582,1990,,538049.63,2639192.5,1309.1232,322044.31,2065796.4,6545.6162,1.4799191
DEFEB13812,1990,,2537080.8,3848822.3,109966.35,154476.53,3390629,6545.6162,1.5202572
DEFEB13236,1990,,2281801.8,3050257,2618.2463,96875.117,1070862.8,5236.4927,.77599436
DEFEB13876,1990,,734418.13,1298650.3,51055.805,43201.066,1111445.6,1309.1232,.72691691
DEFEB15367,1990,,493539.44,19447026,204223.22,803801.63,17356356,56292.297,1.2753034
DEFEB13083,1990,,388809.59,765837.06,17018.602,26182.465,651943.38,1309.1232,.9114964
DEFEB13221,1990,,759291.44,1368033.8,52364.93,65456.16,1172974.4,6545.6162,.68742526
DEFEB13055,1990,,573395.94,2739994.8,10472.985,60219.668,2662756.5,0,.046339411
DEFEB13106,1990,,29236648,58506024,543286.13,1532983.3,33281840,108657.23,2.0343585
DEFEB41223,1990,,445101.91,595651.06,5236.4927,36655.449,534122.25,1309.1232,.58855605
DEFEB46445,1990,,14689672,33919384,183277.25,611360.56,15946430,23564.217,1.4744184
DEFEB13240,1990,,1353633.4,3973189,267061.13,144003.55,3720528.3,9163.8623,.6691854
DEFEB13561,1990,,138767.06,806419.88,23564.217,43201.066,747509.38,1309.1232,.13888544
DEFEB14967,1990,,175422.52,263133.75,9163.8623,15709.479,250042.53,1309.1232,.93657643
DEFEB13216,1990,,29236648,58506024,543286.13,1532983.3,33281840,108657.23,.78639448
DEFEB13232,1990,,933404.88,1515964.6,3927.3696,57601.422,1417780.4,2618.2463,.40943339
DEFEB13404,1990,,3250553,5033578.5,159713.03,197677.61,4287378.5,10472.985,1.3721086
DEFEB13198,1990,,286697.97,434628.91,27491.588,20945.971,404519.06,1309.1232,.67594123
DEFEB13231,1990,,29236648,30899236,24873.342,644088.63,,44510.188,2.0343585
DEFEB13515,1990,,1467527.1,1924411.1,1309.1232,72001.773,1802662.6,3927.3696,.63489532
DEFEB15379,1990,,2163980.8,3775511.3,89020.375,683362.31,2942909,22255.094,.15632486
DEFEB13535,1990,,337753.78,1110136.5,27491.588,62837.914,1023734.4,1309.1232,.046339411
DEFEB13313,1990,,198986.73,438556.28,14400.355,32728.08,401900.81,1309.1232,1.1048843
DEFEB13102,1990,,1379815.9,1467527.1,6545.6162,75929.148,1339233,2618.2463,1.0960039
DEFEB13190,1990,,29236648,58506024,543286.13,1532983.3,33281840,108657.23,.62628967
DEFEB13222,1990,,3445612.3,5047979,56292.297,225169.19,4650005.5,14400.355,.80796832
DEFEB13613,1990,,502703.31,696453.56,0,64147.039,198986.73,11782.108,1.3563895
DEFEB13656,1990,,1949284.5,3867150,121748.46,142694.42,3418120.8,5236.4927,1.5521476
DEFEB13230,1990,,6948826,7599460,0,157094.78,,7854.7393,.90557122
DEFEB13542,1990,,1049916.9,1674368.6,89020.375,61528.789,1365415.5,2618.2463,1.9760311
DEFEB41437,1990,,345608.53,382263.97,0,28800.711,341681.16,1309.1232,1.8039707
DEFEB13885,1991,,4100018.3,5996502.5,125142.16,203839.8,5072772.5,14191.378,1.6326202
DEFEB41244,1991,,347043.72,508309.38,0,34833.383,455414.25,0,.17515521
DEFEB13181,1991,,303179.44,1194656,5160.5015,148364.41,1017908.9,0,.68409586
DEFEB41223,1991,,482506.88,648933,5160.5015,36123.508,583136.63,2580.2507,.94708472
DEFEB13216,1991,,25247752,35462964,361235.09,890186.44,18021760,60635.891,.73484451
DEFEB13190,1991,,25247752,35462964,361235.09,890186.44,18021760,60635.891,.59999317
DEFEB13615,1991,,1797144.5,2822794.3,132882.91,82568.023,2669269.3,,
DEFEB45447,1991,,25247752,35462964,85148.273,890186.44,,60635.891,1.7395464
DEFEB13370,1991,,567655.13,865674.06,43864.262,33543.258,725050.44,2580.2507,.80661839
DEFEB14052,1991,,2068070.9,2200953.8,0,99339.648,,2580.2507,1.2147108
DEFEB14169,1991,,55475.387,187068.17,0,21932.131,131592.78,0,.19585361
DEFEB14075,1991,,9927514,10336484,3870.376,272216.44,167716.3,24512.381,2.1224296
DEFEB13985,1991,,507019.25,936631,56765.512,41284.012,846322.19,1290.1254,1.4040587
DEFEB13325,1991,,6998930,8340660,252864.56,418000.59,7348554,41284.012,.39690849
DEFEB13842,1991,,2197083.5,3534943.3,123852.03,138043.41,3043405.5,27092.631,1.7597451
DEFEB14002,1991,,1255291.9,3171128,76117.391,175457.05,2827954.8,5160.5015,.36818838
DEFEB13111,1991,,4947630.5,6793800,2580.2507,274796.69,5943607.5,32253.133,1.1697044
DEFEB41456,1991,,438642.59,494118,0,36123.508,372846.22,0,.14037181
DEFEB13229,1991,,17722452,35462964,158685.41,810198.69,18021760,21932.131,.93408954
DEFEB13588,1991,,25247752,32228620,10321.003,748272.69,299309.06,60635.891,.47686026
DEFEB13124,1991,,2348028,6427404.5,331562.22,225771.92,6151317.5,16771.629,1.6441801
DEFEB14087,1991,,55475.387,187068.17,2580.2507,18061.754,131592.78,0,.14037181
DEFEB13613,1991,,731501.06,904377.81,2580.2507,68376.641,361235.09,12901.253,1.2337886
DEFEB13209,1991,,92889.023,492827.88,2580.2507,56765.512,410259.84,5160.5015,1.2421764
DEFEB13106,1991,,25247752,35462964,361235.09,890186.44,18021760,60635.891,2.1224296
DEFEB13047,1991,,1266903,1911965.8,1290.1254,68376.641,1799724.8,2580.2507,.71558529
DEFEB13116,1991,,716019.56,1611366.5,95469.273,78697.641,1512026.9,,
DEFEB15447,1991,,18269464,30146358,3870.376,552173.63,8056832.5,15481.504,1.1148989
DEFEB13309,1991,,701828.19,1181754.8,21932.131,36123.508,1039841,2580.2507,1.3498076
DEFEB14967,1991,,197389.17,290278.19,12901.253,12901.253,272216.44,1290.1254,1.2365417
DEFEB13230,1991,,7231152.5,8046511.5,3870.376,161265.66,,10321.003,.99018866
DEFEB45918,1991,,11551782,16683901,349623.97,771494.94,12950278,59345.766,2.1224296
DEFEB13285,1991,,1612656.6,2677010,125142.16,87728.523,2364799.8,5160.5015,1.2980924
DEFEB13552,1991,,1335279.8,2434466.5,107080.4,131592.78,2166120.5,,
DEFEB13205,1991,,1570082.5,2265460,14191.378,51605.012,2180311.8,5160.5015,.69120979
DEFEB13212,1991,,1035970.6,4852161.5,205129.92,218031.17,4555432.5,6450.6265,.17958069
DEFEB15379,1991,,2372540.5,4383846,89018.648,682476.31,3463986.5,25802.506,.1500797
DEFEB13240,1991,,1647490,4822488.5,361235.09,145784.16,4630259.5,9030.877,.58751327
DEFEB41237,1991,,55475.387,187068.17,0,25802.506,131592.78,0,.5780369
DEFEB13611,1991,,55475.387,3830382,59345.766,174166.92,3052436.5,5160.5015,1.6110663
DEFEB14827,1991,,55475.387,187068.17,2580.2507,12901.253,131592.78,0,
DEFEB13018,1991,,323821.44,997266.88,3870.376,63216.141,873414.81,0,.14037181
DEFEB13257,1991,,55475.387,272216.44,6450.6265,28382.756,241253.44,0,.19706233
DEFEB13236,1991,,2408664,3207251.5,2580.2507,108370.52,1153372,12901.253,1.2237208
DEFEB15354,1991,,579266.25,926310,33543.258,32253.133,838581.44,1290.1254,1.3711028
DEFEB13862,1991,,2578960.5,4963112,207710.17,251574.44,4373525,10321.003,1.1366554
DEFEB14282,1991,,129012.53,459284.63,5160.5015,65796.391,374136.34,0,.14037181
DEFEB13222,1991,,4403197.5,6462237.5,114821.16,274796.69,6017144.5,59345.766,1.58303
DEFEB13263,1991,,8094246,12604524,274796.69,476056.25,10439694,23222.256,.93848866
DEFEB13727,1991,,1465582.4,2569929.5,82568.023,110950.77,2244818,10321.003,1.9708842
DEFEB14124,1991,,2069361,3116942.8,87728.523,107080.4,2812473.3,12901.253,1.8263154
DEFEB13091,1991,,121271.78,256734.94,7740.752,15481.504,234802.81,,
DEFEB13413,1991,,2915683.3,3980036.5,28382.756,153524.91,3355616,10321.003,2.0042424
DEFEB13087,1991,,1619107.3,2646047,118691.53,132882.91,2083552.4,,
DEFEB13247,1991,,25247752,35462964,361235.09,890186.44,18021760,60635.891,.54241252
DEFEB13525,1991,,660544.19,1020489.1,43864.262,39993.883,829550.56,2580.2507,1.683766
DEFEB41397,1991,,159975.53,250284.31,5160.5015,12901.253,228352.19,1290.1254,1.8400762
DEFEB14499,1991,,122561.91,301889.31,9030.877,12901.253,282537.44,0,.61497533
DEFEB13079,1991,,1306897,1900354.6,32253.133,104500.15,1777792.6,,
DEFEB43723,1991,,1301736.5,1728767.9,38703.758,54185.262,1555891.1,1290.1254,.55152577
DEFEB13192,1991,,181907.67,416710.47,11611.128,24512.381,387037.59,0,.16290045
DEFEB13458,1991,,730210.94,1317218,52895.137,50314.887,1141760.9,2580.2507,2.1224296
DEFEB15367,1991,,784396.19,19954368,77407.516,817939.44,17872106,42574.137,1.0894239
DEFEB13920,1991,,2815053.5,5172112.5,190938.55,230932.44,4288376.5,12901.253,1.6957252
DEFEB13570,1991,,6375799.5,10270688,259315.19,317370.81,8874772,29672.883,1.3273196
DEFEB13288,1991,,416710.47,754723.31,32253.133,37413.633,681186.19,2580.2507,.55606759
DEFEB13729,1991,,2038398,3883277.3,51605.012,170296.55,3417542,7740.752,1.2314723
DEFEB13932,1991,,362525.22,566365,19351.879,25802.506,519920.5,2580.2507,1.4373808
DEFEB13207,1991,,598618.13,1021779.3,43864.262,52895.137,948242.13,,
DEFEB13389,1991,,2898911.5,4445772,154815.03,134173.03,3863925.3,10321.003,1.3258351
DEFEB13221,1991,,772785.06,1428168.8,54185.262,67086.516,1242390.6,7740.752,.72053266
DEFEB33207,1991,,722470.19,2545417.3,25802.506,629581.13,1635878.9,20642.006,.68050039
DEFEB13258,1991,,447673.47,923729.75,29672.883,39993.883,874704.94,2580.2507,1.061614
DEFEB13041,1991,,152234.78,639902.13,12901.253,30963.008,596037.88,0,.28378364
